ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A306789,"https://petharbor.com/detail.asp?ID=A306789&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306789&LOCATION=SNCR,porsche,Female,tortie,domestic mediumhair,2 months old,1.9,FOSTER,False,True,,2,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306790,"https://petharbor.com/detail.asp?ID=A306790&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306790&LOCATION=SNCR,audi,Female,brn tabby & calico,domestic mediumhair,2 months old,1.1,FOSTER,False,True,,2,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306791,"https://petharbor.com/detail.asp?ID=A306791&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306791&LOCATION=SNCR,karma,Female,brn tiger,domestic shorthair,2 months old,1.9,FOSTER,False,True,,2,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306792,"https://petharbor.com/detail.asp?ID=A306792&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306792&LOCATION=SNCR,jeep,Female,brn tiger & calico,domestic shorthair,2 months old,1.9,FOSTER,False,True,,2,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306793,"https://petharbor.com/detail.asp?ID=A306793&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306793&LOCATION=SNCR,lincoln,Male,org tiger,domestic mediumhair,2 months old,1.4,FOSTER,False,False,,2,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306794,"https://petharbor.com/detail.asp?ID=A306794&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306794&LOCATION=SNCR,lotus,Female,org tiger & white,domestic shorthair,2 months old,1.5,FOSTER,False,True,,2,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306799,"https://petharbor.com/detail.asp?ID=A306799&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306799&LOCATION=SNCR,butter beer,Female/Spayed,orange,domestic shorthair,1 year,9.0,S F20,True,True,1,,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306841,"https://petharbor.com/detail.asp?ID=A306841&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306841&LOCATION=SNCR,beckham,Male,black & white,domestic shorthair,1 year,12.25,S K10,False,False,1,,,,2023-11-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306857,"https://petharbor.com/detail.asp?ID=A306857&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306857&LOCATION=SNCR,genevieve,Female,brn tiger,domestic shorthair,1 year,,S K03,False,True,1,,,,2023-11-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A306868,"https://petharbor.com/detail.asp?ID=A306868&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306868&LOCATION=SNCR1, ,Female,brn tabby,domestic shorthair,4 months old,3.6,W F08,False,True,,4,,,2023-11-11,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A306889,"https://petharbor.com/detail.asp?ID=A306889&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306889&LOCATION=SNCR1,janet,Female,brn tabby,domestic shorthair,9 months old,6.0,W WINDOW 1,False,True,,9,,,2023-11-12,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A306890,"https://petharbor.com/detail.asp?ID=A306890&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306890&LOCATION=SNCR1,chrissy,Female,gray tabby & white,domestic shorthair,9 months old,5.0,W WINDOW 1,False,True,,9,,,2023-11-12,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A306891,"https://petharbor.com/detail.asp?ID=A306891&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306891&LOCATION=SNCR1,honeydew,Male,gray & white,domestic shorthair,2 months old,1.4,W H01,False,False,,2,,,2023-11-12,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A306892,"https://petharbor.com/detail.asp?ID=A306892&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306892&LOCATION=SNCR1,zucchini,Male,gray tabby & white,domestic shorthair,2 months old,1.9,W H01,False,False,,2,,,2023-11-12,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A306893,"https://petharbor.com/detail.asp?ID=A306893&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306893&LOCATION=SNCR1,jack,Male,brn tabby & white,domestic shorthair,9 months old,7.0,W WINDOW 1,False,False,,9,,,2023-11-12,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A306968,"https://petharbor.com/detail.asp?ID=A306968&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A306968&LOCATION=SNCR1,ichabod,Male,black,domestic shorthair,4 months old,3.0,W F07,False,False,,4,,,2023-11-15,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A307055,"https://petharbor.com/detail.asp?ID=A307055&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307055&LOCATION=SNCR1,socks,Female,gray & white,domestic shorthair,3 months old,3.2,W WINDOW 2,False,True,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A307057,"https://petharbor.com/detail.asp?ID=A307057&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307057&LOCATION=SNCR1,slippers,Male,gray,domestic shorthair,3 months old,3.75,W WINDOW 2,False,False,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A307058,"https://petharbor.com/detail.asp?ID=A307058&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307058&LOCATION=SNCR1,sari,Female,white & gray tabby,domestic shorthair,3 months old,3.2,W WINDOW 2,False,True,,3,,,2023-11-16,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A307130,"https://petharbor.com/detail.asp?ID=A307130&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307130&LOCATION=SNCR1,snow,Female,lynx pt,siamese,2 months old,1.6,W H02,False,True,,2,,,2023-11-18,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A307132,"https://petharbor.com/detail.asp?ID=A307132&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307132&LOCATION=SNCR1,sprinkles,Female,brn tabby & white,domestic shorthair,2 months old,2.3,W H04,False,True,,2,,,2023-11-18,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A307133,"https://petharbor.com/detail.asp?ID=A307133&LOCATION=SNCR1&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307133&LOCATION=SNCR1,stormy,Female,brn tabby & white,domestic shorthair,2 months old,2.4,W H04,False,True,,2,,,2023-11-18,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-24
A307137,"https://petharbor.com/detail.asp?ID=A307137&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307137&LOCATION=SNCR,bloom,Male,orange & white,domestic shorthair,,2.4,S K02,False,False,,,,,2023-11-18,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A307139,"https://petharbor.com/detail.asp?ID=A307139&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307139&LOCATION=SNCR,perry,Male,black & white,domestic shorthair,,2.3,S K02,False,False,,,,,2023-11-18,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A307140,"https://petharbor.com/detail.asp?ID=A307140&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307140&LOCATION=SNCR,mason,Male,agouti & white,domestic shorthair,,,S K02,False,False,,,,,2023-11-18,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A307228,"https://petharbor.com/detail.asp?ID=A307228&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307228&LOCATION=SNCR,beetleburg,Male,brn merle,domestic shorthair,6 months old,4.9,S F32,False,False,,6,,,2023-11-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A307230,"https://petharbor.com/detail.asp?ID=A307230&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307230&LOCATION=SNCR,senai,Female,brn tabby & white,domestic shorthair,6 months old,4.9,S F32,False,True,,6,,,2023-11-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A307232,"https://petharbor.com/detail.asp?ID=A307232&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=139&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307232&LOCATION=SNCR,ainsley,Female,black & white,domestic shorthair,6 months old,4.4,S F32,False,True,,6,,,2023-11-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-24
A307319,"https://petharbor.com/detail.asp?ID=A307319&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=124&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307319&LOCATION=SNCR,loki,Male,black,domestic shorthair,2 months old,2.4,S F54,False,False,,2,,,2023-11-26,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-26
