ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A309791,"https://petharbor.com/detail.asp?ID=A309791&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=28&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309791&LOCATION=SNCR,mango,Male,buff tabby,domestic shorthair,,7.75,S F33,False,False,,,,,2024-02-26,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-01
A309839,"https://petharbor.com/detail.asp?ID=A309839&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309839&LOCATION=SNCR,sadie,Female,black,domestic shorthair,11 months old,6.4,S F39,False,True,,11,,,2024-02-27,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-02
A309614,"https://petharbor.com/detail.asp?ID=A309614&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=22&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309614&LOCATION=SNCR,finn,Male,brn tabby,domestic shorthair,,11.2,S F35,False,False,,,,,2024-02-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-03
A309702,"https://petharbor.com/detail.asp?ID=A309702&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309702&LOCATION=SNCR,tiny,Female,blue,domestic shorthair,"1 year, 1 month old",9.75,S GAR01,False,True,1,1,,,2024-02-24,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-05
A309782,"https://petharbor.com/detail.asp?ID=A309782&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309782&LOCATION=SNCR,lucy,Female/Spayed,black & white,domestic shorthair,"1 year, 1 month old",12.4,S F48,True,True,1,1,,,2024-02-28,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-05
A309783,"https://petharbor.com/detail.asp?ID=A309783&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309783&LOCATION=SNCR,angelo,Male/Neutered,white & black,domestic shorthair,"1 year, 1 month old",14.1,S F51,True,False,1,1,,,2024-02-28,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-05
A309945,"https://petharbor.com/detail.asp?ID=A309945&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=24&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309945&LOCATION=SNCR,emerald,Female,black,domestic shorthair,8 months old,6.6,S F08,False,True,,8,,,2024-03-01,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-06
A309947,"https://petharbor.com/detail.asp?ID=A309947&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=24&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309947&LOCATION=SNCR,max,Male,brn tabby,domestic shorthair,2 years,9.6,S F07,False,False,2,,,,2024-03-01,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-06
A309970,"https://petharbor.com/detail.asp?ID=A309970&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=24&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309970&LOCATION=SNCR,o'malley,Male,brn tabby,domestic shorthair,6 months old,6.2,S F11,False,False,,6,,,2024-03-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-06
A309955,"https://petharbor.com/detail.asp?ID=A309955&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=24&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309955&LOCATION=SNCR,eve,Female/Spayed,black,domestic shorthair,,8.6,S F55,True,True,,,,,2024-03-01,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-08
A307520,"https://petharbor.com/detail.asp?ID=A307520&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=24&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A307520&LOCATION=SNCR,tigger,Male/Neutered,brn tabby & white,domestic shorthair,,11.3,S F49,True,False,,,,,2024-03-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-09
A309612,"https://petharbor.com/detail.asp?ID=A309612&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=24&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309612&LOCATION=SNCR,gus,Male/Neutered,gray & white,domestic longhair,12 years old,,S F05,True,False,12,,,,2024-02-21,"Hey there! It's Gus, but my little buddy Baby calls me ""Big Guy"". We came to the shelter with our pal Luna, but things haven't been quite the same since our human couldn't keep us anymore.This whole shelter environment is a bit overwhelming; lots of sights, sounds, and smells that are new. We mostly stick together and find cozy corners to hide in. Baby, bless her heart, is the shyest of the bunch. But once she feels comfy, she can chatter away like a little magpie!I, on the other hand, am a sucker for a good brush. Luna enjoys them too, though it takes her a bit longer to warm up. We've all been through a lot together, so we're a sensitive bunch. That's why we're looking for a patient and loving home, a soft landing where we can relax and feel safe again.Baby and I are especially close, so ideally, we'd find a place where we can stay together. Luna wouldn't mind having her own space, as long as there's plenty of love to go around. So, if you're looking for some experienced feline companions who just need a little understanding and a whole lot of love, come visit us!",2024-03-09
A310114,"https://petharbor.com/detail.asp?ID=A310114&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310114&LOCATION=SNCR,twain,Male/Neutered,org tabby & white,domestic shorthair,,,S F22,True,False,,,,,2024-03-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-09
A310115,"https://petharbor.com/detail.asp?ID=A310115&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310115&LOCATION=SNCR,orko,Male/Neutered,black & white,domestic shorthair,,,S F23,True,False,,,,,2024-03-06,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-09
A309608,"https://petharbor.com/detail.asp?ID=A309608&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=28&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A309608&LOCATION=SNCR, ,Male,flame pt,domestic longhair,5 months old,,S CI01,False,False,,5,,,2024-02-21,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-10
A310127,"https://petharbor.com/detail.asp?ID=A310127&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=28&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310127&LOCATION=SNCR,santino,Male,black,domestic shorthair,1 year,,S F46,False,False,1,,,,2024-03-07,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-10
A310184,"https://petharbor.com/detail.asp?ID=A310184&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310184&LOCATION=SNCR,mushroom,Female,brn tabby & white,domestic shorthair,5 months old,5.2,S CATIO,False,True,,5,,,2024-03-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-11
A310185,"https://petharbor.com/detail.asp?ID=A310185&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310185&LOCATION=SNCR,squirrel,Male,agouti,domestic shorthair,5 months old,5.0,S CATIO,False,False,,5,,,2024-03-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-11
A310186,"https://petharbor.com/detail.asp?ID=A310186&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310186&LOCATION=SNCR,flower,Female,black & white,domestic shorthair,4 months old,3.7,S CATIO,False,True,,4,,,2024-03-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-11
A310188,"https://petharbor.com/detail.asp?ID=A310188&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310188&LOCATION=SNCR,sparrow,Female,black,domestic shorthair,4 months old,4.2,S CATIO,False,True,,4,,,2024-03-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-11
A310189,"https://petharbor.com/detail.asp?ID=A310189&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310189&LOCATION=SNCR,moose,Male,brn tabby & white,domestic longhair,2 years,9.0,S CATIO,False,False,2,,,,2024-03-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-11
A310151,"https://petharbor.com/detail.asp?ID=A310151&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310151&LOCATION=SNCR,grayson,Male/Neutered,gray & white,domestic mediumhair,5 months old,6.2,S K03,True,False,,5,,,2024-03-08,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-12
A310164,"https://petharbor.com/detail.asp?ID=A310164&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310164&LOCATION=SNCR,ember,Female,buff tabby,domestic shorthair,10 months old,,S K12,False,True,,10,,,2024-03-08,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-12
A310196,"https://petharbor.com/detail.asp?ID=A310196&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310196&LOCATION=SNCR,camila,Female/Spayed,gray,domestic shorthair,2 years,12.2,S F49,True,True,2,,,,2024-03-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-14
A310172,"https://petharbor.com/detail.asp?ID=A310172&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=31&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310172&LOCATION=SNCR,mabelle,Female,gray tiger,domestic shorthair,7 months old,7.25,S K13,False,True,,7,,,2024-03-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-15
A310168,"https://petharbor.com/detail.asp?ID=A310168&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310168&LOCATION=SNCR,tuna,Male,brn tabby & white,domestic shorthair,6 months old,,S F08,False,False,,6,,,2024-03-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-17
A310200,"https://petharbor.com/detail.asp?ID=A310200&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310200&LOCATION=SNCR,chevy,Male,gray,domestic shorthair,8 months old,9.2,S F46,False,False,,8,,,2024-03-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-17
A310370,"https://petharbor.com/detail.asp?ID=A310370&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=26&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310370&LOCATION=SNCR,7-11,Male/Neutered,brn tiger,domestic shorthair,9 months old,10.4,S F16,True,False,,9,,,2024-03-14,"Hi there! My name is 7-Eleven, but you can call me Seven for short. I'm a handsome 9-month-old brown tabby with big paws and even bigger dreams of finding my forever home!I arrived at the shelter on March 14th, and while I had a short stay in a foster home with other cats, things didn't quite work out. They weren't too crazy about me, even though I wasn't doing anything wrong! The nice people who brought me here said I'm a total sweetheart, and I won't argue with that. I love attention and will shower you with head butts, purrs, and cuddles any chance I get.While I haven't met any dogs yet, I'm a friendly fellow and with a slow introduction, I think we could become great pals. My foster family thinks I'm destined to be a big boy, judging by the size of my paws, so if you're looking for a future lap cat with a lot of love to give, look no further!I'm patiently waiting to meet my new best friend. Could that be you? Come visit me today!",2024-03-17
A308710,"https://petharbor.com/detail.asp?ID=A308710&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A308710&LOCATION=SNCR,harp,Female/Spayed,brn tiger,domestic shorthair,6 months old,2.5,FOSTER,True,True,,6,,,2024-02-23,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-18
A310412,"https://petharbor.com/detail.asp?ID=A310412&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310412&LOCATION=SNCR,rigatoni,Male,org tabby & white,domestic shorthair,5 months old,12.8,S CATIO,False,False,,5,,,2024-03-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-18
A310457,"https://petharbor.com/detail.asp?ID=A310457&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310457&LOCATION=SNCR,tortellini,Female,black,domestic shorthair,5 months old,4.4,S CATIO,False,True,,5,,,2024-03-15,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-18
A310248,"https://petharbor.com/detail.asp?ID=A310248&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=14&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310248&LOCATION=SNCR,amee,Female,brn tabby & white,domestic shorthair,2 years,8.0,S F34,False,True,2,,,,2024-03-12,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-19
A310348,"https://petharbor.com/detail.asp?ID=A310348&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=15&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310348&LOCATION=SNCR,lillian,Female,gray,domestic shorthair,"1 year, 6 months old",7.25,S F34,False,True,1,1,,,2024-03-13,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-23
A310495,"https://petharbor.com/detail.asp?ID=A310495&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=15&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310495&LOCATION=SNCR,lily,Female/Spayed,gray & white,domestic mediumhair,,12.25,S F48,True,True,,,,,2024-03-17,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-23
A310673,"https://petharbor.com/detail.asp?ID=A310673&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=15&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310673&LOCATION=SNCR,puppy,Male,brn tiger & white,domestic shorthair,2 months old,2.5,S R03,False,False,,2,,,2024-03-23,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-23
A310376,"https://petharbor.com/detail.asp?ID=A310376&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=16&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A310376&LOCATION=SNCR,holly,Female/Spayed,gray,domestic shorthair,,7.9,S F30,True,True,,,,,2024-03-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-03-24
